gv,bv,pw,positive,negative
30,-70,0,[1 0.0068741487339138985 0.00019175882334820926 5.759632040280849e-05 4.905449713987764e-06 0],[0 0 4.485078989091562e-06 0.0018766502616927028 0.3710644841194153 0.6289354562759399]
30,-70,10,[0.00020810843852814287 0.27874645590782166 0.5008663535118103 0.22038719058036804 0.0010525890393182635 1.5938881915644743e-05],[0 9.838846608545282e-07 2.7447344109532423e-05 0.0683353990316391 1 0.0031455543357878923]
30,-70,20,[6.963146734051406e-05 0.12163034826517105 0.638214647769928 0.24015496671199799 0.0004961127997376025 5.594466074398952e-06],[0 1.1359195468685357e-06 4.207562960800715e-05 0.106063611805439 0.8939363956451416 0.0005432069301605225]
30,-70,30,[3.517666846164502e-05 0.06878705322742462 0.7086321711540222 0.22258074581623077 0.00031210979796014726 2.579362671895069e-06],[0 1.577452849232941e-06 7.38116359570995e-05 0.27352815866470337 0.7264718413352966 0.00016100157517939806]
30,-70,40,[1.634877480682917e-05 0.03753408044576645 0.6746218204498291 0.3253781795501709 0.0003326600417494774 2.2553747385245515e-06],[0 2.013595121752587e-06 0.00011193917453056201 0.44219139218330383 0.5578085780143738 7.580702367704362e-05]
30,-70,50,[1.4216432646207977e-05 0.021367330104112625 0.6161430478096008 0.3838568925857544 0.0002512273204047233 1.7973577541852137e-06],[3.73437643474972e-07 3.6949179502698826e-06 0.00027086713816970587 0.7340882420539856 0.2659117579460144 4.139716475037858e-05]
30,-70,60,[7.104116775735747e-06 0.00554718729108572 0.3714028596878052 0.6285971403121948 0.0008144514868035913 3.44975865118613e-06],[5.127411668581772e-07 1.121869445341872e-05 0.0013064511585980654 0.935581386089325 0.06441858410835266 1.755115772539284e-05]
30,-70,70,[2.6237191832478857e-06 0.0008291575941257179 0.07549181580543518 0.9245081543922424 0.0035929279401898384 4.3444188122521155e-06],[2.310660875082249e-06 0.0002958208497148007 0.039746470749378204 1 0.01207947451621294 6.5268764046777505e-06]
30,-70,80,[5.041861186327878e-06 0.0012020569993183017 0.07566345483064651 0.9243364930152893 0.0062193963676691055 8.722095117263962e-06],[5.247340595815331e-06 0.0003686340060085058 0.03857703134417534 1 0.02390195243060589 1.7919814126798883e-05]
30,-70,90,[9.412402505404316e-06 0.0016607883153483272 0.05903581529855728 0.9409641623497009 0.01580546237528324 2.2919488401385024e-05],[0.00016823457553982735 0.046124089509248734 0.48805367946624756 0.5119463205337524 0.002083797939121723 1.8426968381390907e-05]
30,-70,100,[0.0002808866265695542 0.08523019403219223 0.5421181321144104 0.3726516664028168 0.004853584337979555 7.619748794240877e-05],[0.0023322247434407473 0.01867765560746193 0.17406176030635834 0.8259382247924805 0.06429074704647064 0.0010963447857648134]
30,-80,0,[1 0.0045176842249929905 0.00013319849676918238 4.2887721065199e-05 4.233681465848349e-06 0],[3.464028281996434e-07 0 1.5816980294403038e-06 0.0003475323610473424 0.1400948166847229 0.8599051833152771]
30,-80,10,[0.0002546602627262473 0.3286650776863098 0.4732145369052887 0.1981203705072403 0.0010050764540210366 1.7891487004817463e-05],[0 8.153129442689533e-07 1.9029890609090216e-05 0.039738766849040985 1 0.006521453149616718]
30,-80,20,[8.162445010384545e-05 0.13311859965324402 0.6157549619674683 0.2511264383792877 0.0005882703117094934 7.840241778467316e-06],[0 1.0245994417346083e-06 3.2095194910652936e-05 0.060082342475652695 0.9399176239967346 0.001152987708337605]
30,-80,30,[5.914234134252183e-05 0.13201266527175903 0.6885036826133728 0.17948363721370697 0.0002914288197644055 2.9833840926585253e-06],[0 1.138025481850491e-06 3.884026955347508e-05 0.10618194937705994 0.8938180804252625 0.00048597194836474955]
30,-80,40,[2.0219296857248992e-05 0.04999713972210884 0.693474531173706 0.30652540922164917 0.0003671327431220561 3.017115659531555e-06],[0 2.042127107415581e-06 9.810172923607752e-05 0.33675867319107056 0.6632413864135742 0.00013872452836949378]
30,-80,50,[1.7185324395541102e-05 0.029605062678456306 0.6517800688743591 0.3482199013233185 0.00026809610426425934 2.3481120479118545e-06],[4.1482360302325105e-07 3.6665480820374796e-06 0.00021911150543019176 0.606829822063446 0.39317020773887634 7.82871138653718e-05]
30,-80,60,[8.266930308309384e-06 0.0077659557573497295 0.4330305755138397 0.5669693946838379 0.0007702122675254941 4.096089924132684e-06],[6.129171197244432e-07 1.3557300917454995e-05 0.0015025740722194314 0.929117739200592 0.07088223844766617 2.3770217012497596e-05]
30,-80,70,[8.71637439558981e-06 0.005538571160286665 0.3088746666908264 0.6911252737045288 0.0015943599864840508 6.250568276300328e-06],[1.5206734360617702e-06 5.828606663271785e-05 0.006537368055433035 1 0.057276442646980286 2.2219905076781288e-05]
30,-80,80,[3.0167168461048277e-06 0.0005420922534540296 0.06191779300570488 1 0.011314092203974724 1.0665895388228819e-05],[1.1212365279789083e-05 0.0014325730735436082 0.05624404177069664 0.9437559843063354 0.014684944413602352 1.8806535081239417e-05]
30,-80,90,[1.2013063496851828e-05 0.002153522800654173 0.07223789393901825 0.9277620911598206 0.016290973871946335 3.0195422368706204e-05],[0.00020749346003867686 0.03893616795539856 0.4062057435512543 0.5937942266464233 0.00360510079190135 3.156764796585776e-05]
30,-80,100,[0.0004404161300044507 0.08887540549039841 0.4903976619243622 0.4207269549369812 0.007638709619641304 0.00016679748659953475],[0.005040581803768873 0.01336169708520174 0.10291533172130585 0.808692455291748 0.0883922427892685 0.004019162151962519]
30,-90,0,[1 0.005467004142701626 0.00013706048775929958 4.401100522954948e-05 4.323561825003708e-06 0],[3.00713082879156e-07 0 1.2515668004198233e-06 0.00026996227097697556 0.08954723924398422 0.9104527831077576]
30,-90,10,[0.0003279983648099005 0.31160786747932434 0.43887966871261597 0.2495124638080597 0.0014906116994097829 2.873538869607728e-05],[0 7.220031648103031e-07 1.44224613904953e-05 0.024218712002038956 1 0.017063573002815247]
30,-90,20,[0.00015002886357251555 0.20087939500808716 0.5502601861953735 0.2488604485988617 0.0007089839200489223 1.0736971489677671e-05],[0 6.81267181334988e-07 1.573362351336982e-05 0.03705224022269249 1 0.0054100509732961655]
30,-90,30,[8.370575233129784e-05 0.16281500458717346 0.6448283195495605 0.1923566609621048 0.00034435774432495236 3.782220801440417e-06],[0 9.598737733540474e-07 2.7886731913895346e-05 0.061342280358076096 0.9386577606201172 0.0009780513355508447]
30,-90,40,[3.0056931791477837e-05 0.06253524124622345 0.652572751045227 0.34742724895477295 0.0004811889084521681 4.1992097976617515e-06],[0 1.3849003153154626e-06 4.6098655730020255e-05 0.11704204976558685 0.882957935333252 0.0005299694603309035]
30,-90,50,[2.5161121811834164e-05 0.0359310507774353 0.5941585302352905 0.4058414399623871 0.000365217070793733 3.2758987345005153e-06],[3.791822678067547e-07 2.5513688797218492e-06 9.721073729451746e-05 0.25203439593315125 0.7479656338691711 0.0003506787761580199]
30,-90,60,[9.287289685744327e-06 0.007323176134377718 0.3603905439376831 0.6396093964576721 0.0010579960653558373 5.128693828737596e-06],[6.135329613243812e-07 1.090543719328707e-05 0.000868197123054415 0.830215334892273 0.16978462040424347 5.5819731642259285e-05]
30,-90,70,[9.096219400817063e-06 0.005223208572715521 0.2664571702480316 0.733542799949646 0.0019330499926581979 6.711636160616763e-06],[1.3436346080197836e-06 4.027038812637329e-05 0.0036342462990432978 0.9387198686599731 0.06128014624118805 3.596008536987938e-05]
30,-90,80,[9.581517588230781e-06 0.0026959485840052366 0.11717456579208374 0.8828254342079163 0.006382201798260212 1.4102613931754604e-05],[4.299228749005124e-06 0.0001412093552062288 0.01041400246322155 0.9406532049179077 0.05934682488441467 7.82218630774878e-05]
30,-90,90,[6.1188388826849405e-06 0.0006770283216610551 0.03567242994904518 1 0.044334810227155685 4.183836790616624e-05],[0.00030602701008319855 0.0738256648182869 0.45678743720054626 0.5432125926017761 0.0039686947129666805 4.477097172639333e-05]
30,-90,100,[0.0004845918156206608 0.09153757244348526 0.4663706123828888 0.44209182262420654 0.008804334327578545 0.00019240578694734722],[0.0009175413870252669 0.002365638269111514 0.05245077982544899 0.8187447190284729 0.1812552809715271 0.010474740527570248]
30,-100,0,[1 0.0009771817130967975 2.1133591872057877e-05 1.6381000023102388e-05 5.494195193023188e-06 0],[9.730753447456664e-08 0 0 7.70221618040523e-07 0.00035741637111641467 1]
30,-100,10,[0.0010085207177326083 0.4190560281276703 0.30510154366493225 0.27584242820739746 0.00353580922819674 0.0001026158279273659],[0 0 3.600953277782537e-06 0.001794300857000053 0.6431130766868591 0.35688692331314087]
30,-100,20,[0.00033610686659812927 0.23677374422550201 0.4251652956008911 0.3380609154701233 0.001888823346234858 3.772453055717051e-05],[0 0 5.331800821295474e-06 0.004277068190276623 0.8714765906333923 0.12852342426776886]
30,-100,30,[0.00022850275854580104 0.20838548243045807 0.4882083535194397 0.3034061789512634 0.001069297781214118 1.5242941117321607e-05],[0 5.257169277683715e-07 6.679159923805855e-06 0.007932179607450962 1 0.0782351866364479]
30,-100,40,[7.88006218499504e-05 0.09170471131801605 0.5260546207427979 0.47394540905952454 0.0013121356023475528 1.4543074030370917e-05],[0 7.634389476152137e-07 1.1907884072570596e-05 0.018839752301573753 1 0.03740548714995384]
30,-100,50,[7.541335071437061e-05 0.060464803129434586 0.4556688070297241 0.5443311929702759 0.0010576812783256173 1.237159813172184e-05],[0 1.375413489768107e-06 2.2117623302619904e-05 0.03595024719834328 1 0.03115343675017357]
30,-100,60,[1.9592347598518245e-05 0.0108425198122859 0.28547775745391846 0.7145222425460815 0.0021446917671710253 1.3478047549142502e-05],[8.97666041055345e-07 5.834791409142781e-06 0.00017232961545232683 0.2254938930273056 0.774506151676178 0.0027902068104594946]
30,-100,70,[1.5554131095996127e-05 0.005757821258157492 0.17756561934947968 0.8224344253540039 0.0042976452969014645 1.733468525344506e-05],[2.2712763438903494e-06 2.6080586394527927e-05 0.0009978512534871697 0.6059201955795288 0.3940798044204712 0.0009050756343640387]
30,-100,80,[1.5726722267572768e-05 0.0031963682267814875 0.08888854831457138 0.9111114740371704 0.011317960917949677 3.2902702514547855e-05],[8.12095731816953e-06 0.00010516041947994381 0.0039628297090530396 0.7344537377357483 0.2655462920665741 0.001437269151210785]
30,-100,90,[3.162195207551122e-05 0.004377902019768953 0.07384222745895386 0.9261577725410461 0.027205949649214745 8.871234604157507e-05],[0.00014703324995934963 0.00421539880335331 0.06781556457281113 0.9509961009025574 0.049003876745700836 0.001074638101272285]
30,-100,100,[0.001855469774454832 0.14173942804336548 0.3294585347175598 0.5288020372390747 0.023805320262908936 0.0009559923782944679],[0.011815279722213745 0.0037887634243816137 0.02376127988100052 0.34074026346206665 0.2955765128135681 0.36368322372436523]
40,0,0,[0.7028727531433105 0.29712727665901184 0.0026918845251202583 0.0005886682192794979 7.607765292050317e-05 3.166056103509618e-06],[1 0.062337230890989304 0.00020155285892542452 5.6556313211331144e-05 7.123399882402737e-06 0]
40,0,10,[1.948250428540632e-05 0.17247410118579865 0.7086593508720398 0.11886653304100037 0.0005648343940265477 5.9178837545914575e-06],[1.1053090020141099e-05 0.06176980584859848 0.7092976570129395 0.29070234298706055 0.0005189216462895274 2.7165299343323568e-06]
40,0,20,[8.315695595229045e-06 0.07078499346971512 0.8229740262031555 0.10624100267887115 0.00021144028869457543 1.810220055631362e-06],[8.086308298516087e-06 0.06934670358896255 0.8487421870231628 0.15125782787799835 0.00013196293730288744 8.994645668281009e-07]
40,0,30,[5.593652986135567e-06 0.06786755472421646 0.8885293006896973 0.11147071421146393 0.00016129414143506438 1.1116857194792829e-06],[9.056038834387437e-06 0.07149744778871536 0.8491119742393494 0.0793905258178711 7.176063809311017e-05 5.116791044201818e-07]
40,0,40,[3.815980107901851e-06 0.051736488938331604 0.916488766670227 0.08351121842861176 0.00010828092490555719 7.18342903383018e-07],[1.4730523616890423e-05 0.2670436501502991 0.7329563498497009 0.0363648347556591 2.9389670089585707e-05 0]
40,0,50,[2.2619647097599227e-06 0.016941659152507782 0.865064263343811 0.13493569195270538 0.00012278577196411788 6.255436346691567e-07],[2.872430377465207e-05 0.6945940256118774 0.3054059147834778 0.00659043388441205 7.74753061705269e-06 0]
40,0,60,[1.7300372974204947e-06 0.004240763373672962 0.633393406867981 0.36660653352737427 0.00026440745568834245 8.944758178586198e-07],[4.637144229491241e-05 0.6029012203216553 0.3970988094806671 0.01040111854672432 1.2733565199596342e-05 0]
40,0,70,[1.311255118707777e-06 0.0011539316037669778 0.24398493766784668 0.7560150027275085 0.0007441622437909245 1.2582851240949822e-06],[0.00016288981714751571 0.7811004519462585 0.21889951825141907 0.005084353964775801 9.797380698728375e-06 0]
40,0,80,[1.2135451470385306e-06 0.0005133994854986668 0.07811827212572098 0.9218817949295044 0.0023960797116160393 2.091039050355903e-06],[0.0010023722425103188 0.9285549521446228 0.0714450404047966 0.0019494956359267235 6.592822046513902e-06 0]
40,0,90,[1.7278847508350736e-06 0.0003638646740000695 0.042444415390491486 1 0.01400303840637207 6.30791146249976e-06],[0.005717686843127012 1 0.025840358808636665 0.00025496940361335874 1.7135686221081414e-06 0]
40,0,100,[2.850995588232763e-05 0.020906556397676468 0.5001354217529297 0.4998645782470703 0.005874961148947477 2.2987571355770342e-05],[0.8777483701705933 0.12225155532360077 0.00020081001275684685 5.738319032388972e-06 0 0]
40,-10,0,[0.17359718680381775 0.8264027833938599 0.034107811748981476 0.010471769608557224 0.0003808577312156558 1.0419892532809172e-05],[0.028597496449947357 0.7792057991027832 0.15611456334590912 0.06467964500188828 0.0032519553788006306 4.3264913983875886e-05]
40,-10,10,[1.0223819117527455e-05 0.05618821084499359 0.7248223423957825 0.27517765760421753 0.0008126185857690871 6.12250642006984e-06],[1.482206471337122e-06 0.001098529901355505 0.14460548758506775 0.8553945422172546 0.001626460114493966 2.293279294462991e-06]
40,-10,20,[3.6661642752733314e-06 0.01472562737762928 0.6937947869300842 0.30620521306991577 0.00035799096804112196 1.949270199474995e-06],[1.4463457773672417e-06 0.0016014408320188522 0.3414889872074127 0.6585109829902649 0.00034515082370489836 8.287150308206037e-07]
40,-10,30,[2.6229570266878e-06 0.008430683054029942 0.6532557010650635 0.3467443287372589 0.00030434291693381965 1.2853269026891212e-06],[1.69734585142578e-06 0.0026383535005152225 0.48997631669044495 0.5100236535072327 0.00020543861319310963 5.627096015814459e-07]
40,-10,40,[1.8538505628384883e-06 0.006078898906707764 0.691652774810791 0.308347225189209 0.00022711014025844634 8.945914942160016e-07],[2.10757389140781e-06 0.007858308963477612 0.7768241167068481 0.22317595779895782 9.623508958611637e-05 3.77962294351164e-07]
40,-10,50,[1.0890154271692154e-06 0.0014653572579845786 0.4253394603729248 0.5746605396270752 0.0002879576641134918 7.200986829047906e-07],[3.8379062061721925e-06 0.02896699868142605 0.9393707513809204 0.06062925606966019 3.625448152888566e-05 0]
40,-10,60,[1.0286071301379707e-06 0.0009528402588330209 0.28114572167396545 0.7188542485237122 0.0004794499836862087 9.82998926701839e-07],[9.29412999539636e-06 0.04809187352657318 0.9519081711769104 0.07273304462432861 4.419796459842473e-05 0]
40,-10,70,[6.756264383511734e-07 0.00029032560996711254 0.06854674965143204 0.9314532279968262 0.0011604665778577328 1.096386426979734e-06],[3.9787420973880216e-05 0.2242969423532486 0.7757030725479126 0.028209997341036797 3.089830352109857e-05 0]
40,-10,80,[6.18106923866435e-07 0.0001534454058855772 0.04649754613637924 1 0.003026020945981145 1.5483053630305221e-06],[0.00020063799456693232 0.5892621874809265 0.4107378125190735 0.011976838111877441 2.2976631953497417e-05 0]
40,-10,90,[9.349899983135401e-07 0.00014543150609824806 0.01975063607096672 1 0.013957429677248001 4.127116881136317e-06],[0.0014514680951833725 0.9289534687995911 0.07104647159576416 0.0018095019040629268 7.626679689565208e-06 0]
40,-10,100,[5.759266059612855e-06 0.0027708299458026886 0.23802950978279114 0.7619705200195312 0.004169922322034836 5.365103788790293e-06],[0.04619566351175308 0.9538043141365051 0.029550893232226372 0.000856259255670011 1.837610216171015e-05 0]
40,-20,0,[0.6052860617637634 0.3947139382362366 0.024766739457845688 0.008894682861864567 0.0003247126587666571 7.308717613341287e-06],[0.00013175283675082028 0.011958321556448936 0.11431829631328583 0.8856816291809082 0.05382438376545906 0.0002668321831151843]
